Winner,White_Weighted_Value,Black_Weighted_Value,White_Centre_Weighted_Value,Black_Centre_Weighted_Value,White_King_Safety,Black_King_Safety,White_Piece_Count,Black_Piece_Count,White_Center_Piece_Count,Black_Center_Piece_Count,White_Opponent_Moves,Black_Opponent_Moves,White_Rook_Positions,White_Queen_Positions,White_Knight_Positions,White_King_Positions,White_Bishop_Positions,Black_Rook_Positions,Black_Queen_Positions,Black_Knight_Positions,Black_King_Positions,Black_Bishop_Positions
Black,17,15,3,7,N,Y,9,9,2,4,0,0,0,0,0,0,0,0,0,0,0,0
Black,16,19,4,1,N,Y,9,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0
White,18,19,2,3,Y,N,10,11,2,2,1,0,1,6,0,4,0,15,4,0,9,9
Black,27,27,4,6,N,Y,16,16,3,4,0,0,0,0,0,0,0,0,0,0,0,0
Black,9,9,1,4,N,Y,5,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0
White,15,16,9,4,Y,N,8,10,4,2,0,0,4,0,0,0,4,4,0,0,4,4
Black,14,15,4,5,N,Y,8,9,1,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,18,22,9,2,N,Y,11,13,4,2,0,0,0,0,0,0,0,0,0,0,0,0
White,13,13,6,3,Y,N,9,9,4,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,21,20,4,4,N,Y,12,11,3,3,0,0,0,0,0,0,0,0,0,0,0,0
White,19,19,8,4,Y,N,11,11,4,3,0,0,2,2,0,0,0,22,0,12,12,0
Black,17,14,6,4,N,Y,10,8,3,1,0,0,0,0,0,0,0,0,0,0,0,0
Black,17,16,1,3,N,Y,10,9,1,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,16,16,1,2,N,N,9,9,1,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,15,11,1,2,N,N,10,8,1,2,0,0,0,0,0,0,0,0,0,0,0,0
White,11,11,2,4,Y,N,8,8,2,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,25,25,4,5,N,Y,15,15,3,4,0,0,0,0,0,0,0,0,0,0,0,0
Black,13,14,6,1,N,Y,7,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Black,7,7,4,1,N,Y,5,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0
White,20,20,1,1,Y,N,11,11,1,1,4,0,4,0,4,0,0,20,10,0,10,12
White,4,5,0,2,Y,N,4,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,5,5,3,1,N,Y,4,4,2,1,0,0,0,0,0,4,0,0,0,0,0,0
White,23,21,7,4,Y,N,13,11,3,2,0,0,3,5,3,0,11,23,10,10,13,13
Black,21,21,7,4,N,Y,12,13,4,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,16,19,4,1,N,Y,9,11,3,1,0,0,13,13,13,13,13,0,0,0,13,0
Black,15,18,4,5,N,Y,8,11,1,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,5,6,1,0,N,Y,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Black,11,12,1,4,N,Y,8,9,1,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,25,25,4,6,N,N,15,14,3,2,0,0,0,0,0,0,0,0,0,0,0,0
White,20,18,5,4,Y,N,12,11,2,3,0,0,0,3,5,8,3,8,0,5,11,0
White,13,13,0,7,Y,N,8,8,0,4,0,0,10,0,0,0,10,10,0,0,0,0
White,14,13,3,3,Y,N,9,9,2,2,0,0,1,0,1,0,0,1,0,2,2,0
White,14,14,3,7,Y,N,9,9,2,4,0,0,0,0,0,10,0,16,0,0,16,16
White,19,20,0,7,Y,N,11,12,0,4,2,0,2,2,2,0,0,24,13,0,13,11
White,8,6,0,2,Y,N,6,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0
White,7,6,0,2,Y,N,5,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,10,11,4,2,N,N,7,8,3,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,17,15,7,5,N,Y,9,8,3,2,0,0,12,12,0,12,12,0,12,0,12,0
Black,22,23,2,5,N,Y,12,13,1,4,0,0,0,0,0,0,0,0,0,0,0,0
Black,20,20,4,6,N,Y,11,11,1,2,0,0,0,0,0,0,0,0,0,0,0,0
White,9,9,1,5,Y,N,7,7,1,3,0,0,0,0,0,0,0,0,0,0,3,0
Black,20,20,6,4,N,Y,11,11,3,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,14,14,5,10,N,Y,8,8,2,4,0,0,0,0,0,0,0,0,0,0,0,0
White,25,26,9,4,Y,N,14,15,4,3,4,0,4,0,4,0,4,12,8,16,4,4
White,15,13,4,6,Y,N,9,9,3,4,5,0,5,0,0,0,10,5,0,0,0,5
White,6,5,4,2,Y,N,5,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,12,13,5,4,N,N,7,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0
White,18,20,6,3,Y,N,9,11,3,2,0,0,0,0,8,8,0,0,0,8,8,0
Black,11,11,3,3,N,Y,8,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,17,17,2,7,N,Y,10,10,2,5,0,0,0,0,0,0,0,0,0,0,0,0
White,16,15,5,4,Y,N,9,9,3,3,0,0,0,0,0,5,10,5,5,0,5,5
Black,26,27,5,5,N,Y,15,16,3,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,25,26,9,7,N,Y,14,15,5,4,0,0,0,0,0,0,0,0,0,0,0,0
Black,19,20,6,2,N,Y,11,12,3,2,0,0,0,0,0,0,0,0,0,0,0,0
White,11,10,5,7,Y,N,7,7,2,4,0,0,0,0,0,0,0,0,0,0,0,0
White,11,11,8,3,Y,N,7,7,4,2,0,0,0,2,0,0,0,0,0,0,2,0
White,14,12,5,3,Y,N,8,8,3,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,18,18,2,2,N,Y,11,10,2,2,0,0,0,0,0,0,0,0,0,0,0,0
White,10,10,1,3,Y,N,7,7,1,2,0,0,0,0,0,7,0,0,0,0,7,7
Black,23,24,8,9,N,Y,13,14,4,4,0,0,0,0,0,0,0,0,0,0,0,0
Black,7,7,3,4,N,Y,6,6,2,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,14,15,0,8,N,Y,7,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0
White,22,20,7,3,Y,N,12,10,3,2,6,0,5,6,6,5,0,17,17,16,11,11
White,7,7,4,2,Y,N,5,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0
White,17,14,6,0,Y,N,10,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Black,18,18,7,2,N,Y,11,11,3,2,0,0,18,18,0,0,0,18,0,0,18,36
Black,24,22,7,2,N,Y,14,13,4,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,5,6,3,5,N,Y,4,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0
Black,14,15,0,9,N,Y,8,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0
White,13,14,2,4,Y,N,8,9,2,3,0,0,0,0,0,0,0,7,0,7,7,0
Black,15,16,3,0,N,Y,9,9,1,0,0,0,14,14,0,14,14,0,0,0,14,0
Black,19,19,5,1,N,Y,13,12,4,1,0,0,0,0,0,0,0,0,0,0,0,0
Black,13,13,6,3,N,Y,8,7,3,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,23,23,5,3,N,Y,13,13,4,2,0,0,0,0,0,0,0,0,0,0,0,0
White,17,16,1,6,Y,N,8,8,1,3,6,0,9,9,0,6,0,12,9,0,9,9
White,12,13,2,5,Y,N,9,10,1,4,0,0,3,0,3,0,0,0,0,0,0,0
White,13,13,1,3,N,N,8,8,1,2,6,0,0,0,0,6,0,12,0,0,0,0
White,13,12,4,1,Y,N,8,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Black,17,20,6,4,N,Y,10,12,4,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,14,15,1,6,N,Y,8,9,1,2,0,0,0,0,0,0,0,0,0,0,0,0
White,25,24,3,4,Y,N,14,14,2,3,0,0,0,2,0,2,4,8,6,4,6,8
White,21,22,5,2,Y,N,12,13,3,2,4,0,4,0,9,0,0,18,13,13,9,9
Black,22,23,3,5,N,Y,13,14,3,4,0,0,0,0,0,0,0,0,0,0,0,0
Black,9,10,0,5,N,Y,5,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,21,21,3,8,N,Y,12,12,3,3,0,0,0,0,0,0,0,0,0,0,0,0
White,17,14,1,4,Y,N,10,8,1,1,0,0,5,5,0,0,0,0,5,0,5,5
White,19,15,7,2,Y,N,12,8,3,2,6,0,0,0,0,0,6,6,0,0,6,0
White,13,14,3,0,Y,N,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Black,9,8,2,0,N,N,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
White,7,7,2,5,Y,N,6,6,1,4,0,0,0,0,0,0,0,0,0,0,0,0
Black,15,14,1,5,N,N,9,8,1,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,4,10,3,6,N,Y,2,7,1,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,18,20,3,3,N,Y,10,12,2,3,0,0,0,0,0,0,0,0,0,0,0,0
White,22,21,3,8,Y,N,12,12,2,4,4,0,4,0,8,0,0,12,8,0,8,4
Black,23,23,8,4,N,Y,13,13,4,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,21,23,4,2,N,Y,11,13,2,1,0,0,0,0,0,0,0,0,0,0,0,0
White,18,15,2,8,Y,N,10,8,2,3,0,0,4,10,0,0,4,0,10,6,6,0
Black,23,21,4,3,N,Y,13,11,2,2,0,0,0,0,0,0,0,0,0,0,0,0
White,5,5,2,2,Y,N,5,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,15,13,1,4,N,N,10,9,1,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,20,19,6,0,N,Y,12,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Black,12,17,1,2,N,Y,7,10,1,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,9,10,2,2,N,Y,6,7,2,2,0,0,0,0,0,6,0,6,0,0,6,0
Black,17,18,2,3,N,N,10,11,1,2,0,0,0,0,0,0,0,0,0,0,0,0
White,21,21,2,10,Y,N,12,12,1,5,0,0,9,9,9,9,0,22,9,11,2,2
White,22,24,4,5,Y,N,12,13,2,3,5,0,5,13,8,0,5,21,13,26,8,21
Black,8,9,1,4,N,Y,4,6,1,3,0,0,0,0,0,0,0,0,0,0,0,0
White,6,3,0,1,Y,N,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
White,15,13,4,5,Y,N,9,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,19,17,3,3,N,Y,11,9,2,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,12,14,3,1,N,Y,7,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Black,12,14,2,6,N,Y,8,9,1,3,0,0,0,0,0,0,0,0,0,0,0,0
White,11,11,1,2,Y,N,8,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Black,16,16,3,1,N,Y,10,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Black,3,3,1,1,N,Y,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0
White,12,12,5,1,Y,N,8,8,3,1,0,0,0,0,0,0,0,0,0,0,0,0
White,15,16,2,3,N,N,8,10,2,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,23,25,2,2,N,Y,13,14,2,1,0,0,0,0,0,0,0,0,0,0,0,0
White,21,19,0,8,Y,N,13,12,0,4,0,0,0,0,1,0,0,2,0,1,1,2
Black,12,13,3,6,N,Y,9,10,3,4,0,0,0,0,0,0,0,0,0,0,0,0
Black,21,22,2,4,N,Y,12,13,1,4,0,0,0,0,0,0,0,0,0,0,0,0
White,20,18,5,3,Y,N,11,10,2,2,4,0,4,8,0,4,0,24,8,0,12,4
White,24,23,2,1,Y,N,14,13,2,1,0,0,6,3,6,3,3,34,17,7,17,34
White,25,22,4,5,N,N,15,12,3,3,1,0,6,3,5,5,0,11,7,8,7,9
White,20,20,2,8,Y,N,11,11,1,4,4,0,4,8,0,0,4,12,4,4,8,4
Black,27,27,2,3,N,Y,16,16,2,3,0,0,0,0,0,0,0,0,0,0,0,0
White,11,9,3,1,Y,N,8,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0
White,15,15,4,5,Y,N,10,10,3,3,5,0,0,0,0,0,5,0,0,0,0,0
White,21,20,4,4,Y,N,12,11,3,2,0,0,0,11,0,0,11,22,11,11,11,11
White,7,6,4,2,Y,N,5,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Black,16,17,5,9,N,Y,9,10,2,4,0,0,0,0,0,0,0,0,0,0,0,0
Black,19,19,9,3,N,Y,12,11,4,2,0,0,0,0,0,0,0,0,0,0,0,0
White,12,12,3,4,Y,N,9,9,3,3,0,0,0,0,0,0,0,0,0,0,0,0
White,21,19,6,2,Y,N,13,11,5,1,0,0,0,0,0,0,0,0,0,0,0,0
Black,21,23,7,6,N,Y,12,13,3,4,0,0,0,0,0,0,0,0,0,0,0,0
White,24,24,9,4,N,N,14,14,5,3,2,0,9,2,11,2,9,26,11,18,11,0
White,18,17,2,4,Y,N,10,9,2,3,10,0,0,0,0,0,10,10,0,0,0,10
White,20,19,8,7,Y,N,11,11,4,3,0,0,0,0,0,0,0,10,5,0,5,0
Black,14,18,7,7,N,Y,8,10,3,3,0,0,0,0,0,0,0,0,0,0,0,0
White,27,27,4,6,Y,N,16,16,3,4,0,0,2,2,2,0,2,24,13,18,11,16
Black,8,10,5,0,N,Y,5,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0
White,19,18,7,3,Y,N,11,10,3,2,5,0,5,5,0,0,0,0,0,0,5,5
Black,18,19,4,8,N,Y,10,11,3,4,0,0,0,0,0,0,0,0,0,0,0,0
Black,20,20,7,3,N,Y,12,11,4,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,21,21,3,3,N,Y,12,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0
White,23,21,5,1,Y,N,13,12,3,1,3,0,3,3,6,0,12,15,6,0,6,12
White,27,27,3,1,Y,N,16,16,2,1,0,0,2,2,1,0,2,4,3,4,1,4
Black,17,20,5,3,N,N,11,11,4,2,0,0,0,0,0,0,0,0,0,0,0,0
White,18,17,8,4,Y,N,10,9,4,2,0,0,0,8,7,7,0,14,15,0,15,15
White,25,24,6,4,Y,N,14,14,3,3,3,0,3,3,3,0,6,9,6,0,3,6
Black,10,10,2,3,N,Y,6,6,2,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,5,5,1,2,N,Y,5,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,15,17,2,0,N,Y,8,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Black,10,15,5,6,N,Y,7,9,2,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,21,20,5,0,N,N,12,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0
White,7,7,3,4,Y,N,6,6,3,4,0,0,0,0,0,0,0,0,0,0,0,0
White,10,9,4,2,Y,N,7,7,3,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,23,23,1,7,N,Y,13,13,1,3,0,0,0,0,0,0,0,0,0,0,0,0
White,17,18,4,1,Y,N,10,11,3,1,0,0,0,0,0,0,0,0,0,0,0,0
Black,5,5,1,0,N,Y,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Black,23,24,3,4,N,Y,13,14,2,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,8,12,0,5,N,Y,5,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0
White,10,11,0,1,Y,N,5,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Black,11,15,1,2,N,Y,5,9,1,2,0,0,0,0,0,0,0,0,0,0,0,0
White,15,14,2,4,Y,N,9,8,1,1,0,0,0,12,0,12,0,0,0,0,0,0
White,8,9,2,4,Y,N,5,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0
White,22,21,4,6,Y,N,13,12,3,4,0,0,0,8,9,0,0,18,9,10,1,0
Black,8,7,4,4,N,Y,7,6,4,3,0,0,0,0,0,0,0,0,0,0,0,0
White,8,8,4,3,Y,N,5,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0
White,15,13,5,0,Y,N,11,9,4,0,9,0,0,0,9,9,9,9,0,0,9,9
White,7,7,3,3,Y,N,7,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0
White,24,24,7,4,Y,N,14,14,4,3,2,0,2,2,0,0,13,22,12,22,10,12
White,7,7,2,3,Y,N,5,6,2,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,9,9,2,4,N,Y,6,6,1,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,10,11,5,4,N,Y,7,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,21,21,9,1,N,Y,12,12,5,1,0,0,0,0,0,0,0,0,0,0,0,0
Black,17,17,1,4,N,Y,11,11,1,4,0,0,0,0,0,0,0,0,0,0,0,0
Black,12,12,4,7,N,Y,9,9,3,4,0,0,0,0,0,0,0,0,0,0,0,0
White,19,20,9,3,Y,N,10,12,5,3,7,0,7,7,0,0,7,0,7,0,0,0
White,19,18,8,3,Y,N,11,10,4,2,0,0,0,0,0,0,0,2,1,1,1,0
Black,9,11,3,3,N,Y,7,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0
White,19,18,2,4,Y,N,11,10,2,2,4,0,4,5,0,4,4,18,5,0,9,0
White,20,20,5,2,Y,N,11,11,3,2,0,0,2,2,0,0,4,10,4,0,6,2
White,12,11,4,4,Y,N,9,8,3,3,0,0,0,0,0,0,0,8,0,8,8,0
Black,20,21,4,0,N,Y,11,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0
White,6,5,0,2,Y,N,4,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,3,3,0,2,N,Y,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
White,12,11,5,0,Y,N,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0
White,18,17,5,5,Y,N,10,9,2,2,6,0,6,0,0,0,10,8,10,0,4,10
White,8,7,0,4,Y,N,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
White,8,5,2,0,Y,N,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
White,7,7,5,3,N,N,4,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,19,21,3,4,N,Y,10,12,2,3,0,0,0,0,0,0,0,0,0,0,0,0
White,17,17,7,6,Y,N,11,11,3,3,5,0,0,0,5,0,0,10,0,0,0,0
White,22,22,10,2,Y,N,12,12,4,1,0,0,2,2,0,0,22,24,11,15,13,6
White,19,20,6,10,Y,N,11,12,2,5,0,0,0,2,2,0,2,2,0,2,2,2
White,22,21,9,2,Y,N,13,11,5,1,0,0,0,7,0,2,0,12,7,5,5,12
Black,27,26,4,2,N,Y,16,15,3,2,0,0,0,0,0,0,0,0,0,0,0,0
White,12,11,4,3,N,N,9,8,4,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,26,26,2,5,N,Y,15,15,2,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,13,15,3,8,N,Y,8,9,2,4,0,0,0,0,0,0,0,0,0,0,0,0
White,14,13,7,4,Y,N,10,9,4,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,14,13,3,6,N,Y,9,8,1,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,6,6,0,6,N,Y,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,5,5,2,2,N,Y,4,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0
White,19,19,4,1,Y,N,11,11,3,1,4,0,4,0,0,0,0,16,6,0,6,10
White,8,8,2,5,Y,N,5,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0
White,22,23,0,3,Y,N,12,13,0,2,3,0,3,3,0,0,3,9,3,9,3,0
White,17,17,9,1,Y,N,11,11,5,1,6,0,0,6,0,0,0,6,6,0,0,0
Black,22,22,7,6,N,Y,13,13,3,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,20,21,5,7,N,Y,11,12,2,4,0,0,0,0,0,0,0,0,0,0,0,0
White,13,13,5,1,Y,N,8,8,2,1,0,0,0,0,0,0,0,9,9,0,9,0
Black,21,22,3,4,N,Y,12,13,3,3,0,0,0,0,0,0,0,0,0,0,0,0
White,21,21,8,9,Y,N,12,12,4,4,0,0,0,6,0,0,0,12,0,0,6,12
White,26,25,5,1,Y,N,15,14,3,1,1,0,6,1,8,5,1,17,9,22,13,22
White,23,23,7,4,Y,N,13,13,3,3,0,0,1,9,1,0,9,27,6,13,14,27
Black,14,19,7,1,N,Y,10,11,5,1,0,0,0,0,0,0,0,0,0,0,0,0
White,24,23,3,3,Y,N,14,13,2,2,1,0,6,9,9,5,6,22,9,9,13,24
White,13,13,3,1,Y,N,8,8,3,1,0,0,0,0,0,0,0,0,0,0,0,0
Black,11,12,3,6,N,Y,7,8,2,4,0,0,0,0,0,0,0,0,0,0,0,0
White,5,5,1,4,Y,N,4,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0
White,26,26,7,2,Y,N,15,15,5,2,4,0,4,4,12,0,11,34,19,22,15,22
Black,15,15,1,8,N,N,9,9,1,4,0,0,0,0,0,0,0,0,0,0,0,0
Black,15,15,5,7,N,Y,10,9,3,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,5,6,0,3,N,Y,3,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0
White,26,26,8,4,Y,N,15,15,4,3,1,0,5,5,15,5,3,20,8,17,13,20
Black,21,21,7,5,N,Y,11,12,3,2,0,0,0,0,0,0,0,0,0,0,0,0
White,5,4,0,4,Y,N,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
White,23,22,3,4,Y,N,13,12,2,2,3,0,3,3,7,0,17,25,14,3,14,17
White,21,20,3,9,Y,N,11,12,2,4,5,0,5,0,20,0,0,15,10,10,15,20
White,10,10,3,3,Y,N,8,8,3,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,20,21,5,4,N,Y,11,12,4,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,13,12,2,4,N,Y,9,8,2,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,12,12,0,3,N,Y,7,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,13,19,4,2,N,Y,9,10,3,2,0,0,0,0,0,0,0,0,0,0,0,0
White,13,11,2,0,Y,N,9,7,1,0,0,0,0,3,0,0,3,0,3,0,3,0
White,13,15,4,4,N,N,6,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0
White,23,22,3,2,Y,N,13,12,2,2,0,0,1,3,1,0,3,7,3,1,4,1
White,17,17,1,5,Y,N,11,11,1,3,0,0,2,0,0,2,10,22,0,10,12,0
Black,18,18,9,9,N,Y,12,12,5,5,0,0,0,0,0,0,0,0,0,0,0,0
White,15,14,0,5,Y,N,8,7,0,2,0,0,0,8,0,0,0,28,0,0,18,0
White,25,25,3,4,Y,N,15,15,2,4,0,0,2,2,2,0,2,8,3,3,5,5
Black,18,20,3,6,N,Y,11,13,2,4,0,0,0,0,0,0,0,0,0,0,0,0
White,8,9,2,5,Y,N,5,7,2,3,0,0,0,0,0,0,0,0,0,0,0,0
White,15,14,4,2,Y,N,9,9,4,2,4,0,0,4,0,4,6,2,4,0,2,0
Black,20,20,10,6,N,Y,11,11,4,4,0,0,0,0,0,0,0,0,0,0,0,0
Black,3,4,1,1,N,Y,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0
White,15,12,2,7,Y,N,9,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,17,17,8,3,N,Y,10,9,4,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,20,22,7,3,N,Y,13,13,6,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,24,24,6,7,N,Y,14,14,4,4,0,0,0,0,0,0,0,0,0,0,0,0
White,19,19,4,5,Y,N,11,11,3,2,0,0,6,0,6,6,0,6,0,0,6,0
White,3,2,1,2,Y,N,3,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
White,14,14,0,4,Y,N,8,8,0,3,0,0,0,0,0,0,6,0,6,0,6,6
Black,16,19,3,4,N,N,10,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0
White,23,22,4,8,Y,N,14,13,3,5,0,0,0,0,7,0,8,8,1,9,8,9
White,9,9,1,1,Y,N,6,6,1,1,0,0,0,0,0,0,0,0,0,0,3,0
White,26,26,5,2,Y,N,15,15,3,2,0,0,2,2,4,0,9,12,7,12,5,11
White,12,11,6,6,Y,N,8,8,4,3,0,0,9,0,0,0,0,9,0,9,9,0
Black,20,22,1,2,N,Y,11,13,1,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,16,19,8,7,N,Y,10,10,4,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,23,24,7,5,N,Y,13,13,3,3,0,0,0,0,0,0,0,0,0,0,0,0
White,20,20,1,2,N,N,11,11,1,2,0,0,0,11,0,2,11,18,11,9,11,9
Black,9,10,1,1,N,Y,5,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0
White,13,12,5,5,Y,N,9,9,2,4,0,0,0,0,0,0,0,0,0,0,0,0
Black,12,12,6,2,N,Y,8,8,3,2,0,0,0,0,0,0,0,0,0,0,0,0
White,25,24,4,6,Y,N,15,13,3,2,0,0,7,8,0,4,11,17,4,15,7,17
Black,13,14,2,9,N,Y,7,8,1,5,0,0,0,0,0,0,0,0,0,0,0,0
Black,26,25,9,2,N,N,15,14,5,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,12,11,1,5,N,Y,7,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,16,20,4,1,N,N,8,12,2,1,0,0,0,0,0,0,0,0,0,0,0,0
White,16,15,2,6,Y,N,10,9,1,2,0,0,0,0,0,0,8,8,0,0,8,8
Black,20,20,11,4,N,Y,11,11,4,2,0,0,0,0,0,0,0,0,0,0,0,0
White,23,20,5,6,N,N,13,12,3,5,0,0,0,0,0,0,0,10,0,5,5,0
White,19,21,4,3,Y,N,10,12,1,2,0,0,1,0,1,0,7,13,6,12,7,0
Black,11,13,3,2,N,Y,6,8,1,2,0,0,0,0,0,0,0,0,0,0,0,0
White,25,25,10,4,Y,N,14,14,5,3,0,0,4,2,6,6,6,10,5,12,9,12
Black,22,23,8,3,N,Y,13,13,4,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,7,8,0,4,N,Y,6,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,25,25,6,8,N,Y,15,15,4,4,0,0,0,0,0,0,0,0,0,0,0,0
Black,24,24,7,6,N,Y,14,14,4,4,0,0,0,0,0,0,0,0,0,0,0,0
White,8,8,2,3,Y,N,7,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,13,13,1,4,N,Y,9,9,1,3,0,0,0,0,0,0,0,0,0,0,0,0
White,17,13,5,2,Y,N,9,7,2,1,0,0,0,7,0,7,7,0,0,0,7,0
White,17,17,7,2,Y,N,10,10,4,2,0,0,17,9,0,0,0,22,13,0,9,0
White,9,7,2,1,Y,N,6,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0
White,22,22,3,2,Y,N,13,13,2,2,0,0,0,8,0,0,8,18,9,9,9,1
White,17,15,7,2,Y,N,10,9,3,1,0,0,0,0,7,7,7,0,0,0,7,0
Black,17,19,7,1,N,Y,10,11,4,1,0,0,0,0,0,0,0,0,0,0,0,0
Black,14,14,5,5,N,Y,9,9,3,3,0,0,0,0,0,0,0,0,0,0,0,0
